codigo_municipio,municipio,estado,regiao,ano,IN049
530010,Brasília,DF,Centro-Oeste,2003,26
520510,Catalão,GO,Centro-Oeste,2003,0
520490,Campos Belos,GO,Centro-Oeste,2003,48
520465,Campinaçu,GO,Centro-Oeste,2003,41
520440,Caiapônia,GO,Centro-Oeste,2003,14
520430,Caçu,GO,Centro-Oeste,2003,45
520425,Cachoeira Dourada,GO,Centro-Oeste,2003,40
520350,Bom Jesus de Goiás,GO,Centro-Oeste,2003,26
520340,Bom Jardim de Goiás,GO,Centro-Oeste,2003,15
520005,Abadia de Goiás,GO,Centro-Oeste,2003,71
520013,Acreúna,GO,Centro-Oeste,2003,27
520017,Água Fria de Goiás,GO,Centro-Oeste,2003,26
520025,Águas Lindas de Goiás,GO,Centro-Oeste,2003,23
520060,Alto Paraíso de Goiás,GO,Centro-Oeste,2003,22
520080,Alvorada do Norte,GO,Centro-Oeste,2003,40
520090,Amorinópolis,GO,Centro-Oeste,2003,40
520110,Anápolis,GO,Centro-Oeste,2003,48
520130,Anicuns,GO,Centro-Oeste,2003,31
520140,Aparecida de Goiânia,GO,Centro-Oeste,2003,26
520170,Aragarças,GO,Centro-Oeste,2003,35
520180,Aragoiânia,GO,Centro-Oeste,2003,27
520215,Araguapaz,GO,Centro-Oeste,2003,23
521930,Santa Helena de Goiás,GO,Centro-Oeste,2003,35
521940,Santa Rita do Araguaia,GO,Centro-Oeste,2003,10
521900,Sanclerlândia,GO,Centro-Oeste,2003,27
521975,Santo Antônio do Descoberto,GO,Centro-Oeste,2003,32
521980,São Domingos,GO,Centro-Oeste,2003,23
521990,São Francisco de Goiás,GO,Centro-Oeste,2003,25
522000,São João d Aliança,GO,Centro-Oeste,2003,36
522010,São Luís de Montes Belos,GO,Centro-Oeste,2003,32
522020,São Miguel do Araguaia,GO,Centro-Oeste,2003,47
522026,São Miguel do Passa Quatro,GO,Centro-Oeste,2003,35
522060,Silvânia,GO,Centro-Oeste,2003,37
522140,Trindade,GO,Centro-Oeste,2003,36
520549,Cidade Ocidental,GO,Centro-Oeste,2003,37
520540,Ceres,GO,Centro-Oeste,2003,39
520530,Cavalcante,GO,Centro-Oeste,2003,13
522160,Uruaçu,GO,Centro-Oeste,2003,42
522200,Vianópolis,GO,Centro-Oeste,2003,26
522185,Valparaíso de Goiás,GO,Centro-Oeste,2003,23
522170,Uruana,GO,Centro-Oeste,2003,29
521890,Rubiataba,GO,Centro-Oeste,2003,39
521880,Rio Verde,GO,Centro-Oeste,2003,41
521870,Rianápolis,GO,Centro-Oeste,2003,10
521850,Quirinópolis,GO,Centro-Oeste,2003,38
521830,Posse,GO,Centro-Oeste,2003,43
521800,Porangatu,GO,Centro-Oeste,2003,25
521760,Planaltina,GO,Centro-Oeste,2003,21
521740,Pires do Rio,GO,Centro-Oeste,2003,28
521720,Piranhas,GO,Centro-Oeste,2003,41
521710,Piracanjuba,GO,Centro-Oeste,2003,25
521640,Paraúna,GO,Centro-Oeste,2003,33
521570,Palmeiras de Goiás,GO,Centro-Oeste,2003,12
521560,Padre Bernardo,GO,Centro-Oeste,2003,53
521523,Novo Gama,GO,Centro-Oeste,2003,45
521520,Novo Brasil,GO,Centro-Oeste,2003,17
521483,Nova Crixás,GO,Centro-Oeste,2003,41
521460,Niquelândia,GO,Centro-Oeste,2003,46
521450,Nerópolis,GO,Centro-Oeste,2003,36
521405,Mundo Novo,GO,Centro-Oeste,2003,38
521380,Morrinhos,GO,Centro-Oeste,2003,31
521370,Montes Claros de Goiás,GO,Centro-Oeste,2003,15
521308,Minaçu,GO,Centro-Oeste,2003,52
521280,Mara Rosa,GO,Centro-Oeste,2003,44
521250,Luziânia,GO,Centro-Oeste,2003,25
521220,Jussara,GO,Centro-Oeste,2003,22
521200,Jaupaci,GO,Centro-Oeste,2003,23
521190,Jataí,GO,Centro-Oeste,2003,49
521180,Jaraguá,GO,Centro-Oeste,2003,38
521150,Itumbiara,GO,Centro-Oeste,2003,46
521140,Itauçu,GO,Centro-Oeste,2003,15
521100,Itapirapuã,GO,Centro-Oeste,2003,23
521090,Itapaci,GO,Centro-Oeste,2003,20
521080,Itajá,GO,Centro-Oeste,2003,46
521040,Itaberaí,GO,Centro-Oeste,2003,36
521020,Iporá,GO,Centro-Oeste,2003,31
521010,Ipameri,GO,Centro-Oeste,2003,28
521000,Inhumas,GO,Centro-Oeste,2003,30
520995,Indiara,GO,Centro-Oeste,2003,9
520990,Iaciara,GO,Centro-Oeste,2003,37
520970,Hidrolândia,GO,Centro-Oeste,2003,37
520920,Guapó,GO,Centro-Oeste,2003,19
520910,Goiatuba,GO,Centro-Oeste,2003,33
520890,Goiás,GO,Centro-Oeste,2003,32
520880,Goianira,GO,Centro-Oeste,2003,19
520870,Goiânia,GO,Centro-Oeste,2003,27
520860,Goianésia,GO,Centro-Oeste,2003,28
520850,Goiandira,GO,Centro-Oeste,2003,32
520840,Goianápolis,GO,Centro-Oeste,2003,39
520810,Formoso,GO,Centro-Oeste,2003,35
520800,Formosa,GO,Centro-Oeste,2003,37
520780,Firminópolis,GO,Centro-Oeste,2003,15
520760,Fazenda Nova,GO,Centro-Oeste,2003,13
520740,Edéia,GO,Centro-Oeste,2003,32
520725,Doverlândia,GO,Centro-Oeste,2003,21
520640,Crixás,GO,Centro-Oeste,2003,27
520620,Cristalina,GO,Centro-Oeste,2003,29
521295,Matrinchã,GO,Centro-Oeste,2003,8
522145,Trombas,GO,Centro-Oeste,2003,6
500150,Bandeirantes,MS,Centro-Oeste,2003,6
500210,Bela Vista,MS,Centro-Oeste,2003,11
500730,Rio Negro,MS,Centro-Oeste,2003,44
500710,Ribas do Rio Pardo,MS,Centro-Oeste,2003,41
500690,Porto Murtinho,MS,Centro-Oeste,2003,44
500660,Ponta Porã,MS,Centro-Oeste,2003,55
500640,Pedro Gomes,MS,Centro-Oeste,2003,43
500635,Paranhos,MS,Centro-Oeste,2003,29
500630,Paranaíba,MS,Centro-Oeste,2003,39
500625,Novo Horizonte do Sul,MS,Centro-Oeste,2003,21
500620,Nova Andradina,MS,Centro-Oeste,2003,15
500600,Nova Alvorada do Sul,MS,Centro-Oeste,2003,45
500580,Nioaque,MS,Centro-Oeste,2003,45
500570,Naviraí,MS,Centro-Oeste,2003,25
500568,Mundo Novo,MS,Centro-Oeste,2003,28
500560,Miranda,MS,Centro-Oeste,2003,49
500540,Maracaju,MS,Centro-Oeste,2003,54
500525,Laguna Carapã,MS,Centro-Oeste,2003,27
500520,Ladário,MS,Centro-Oeste,2003,67
500515,Juti,MS,Centro-Oeste,2003,45
500510,Jateí,MS,Centro-Oeste,2003,15
500500,Jardim,MS,Centro-Oeste,2003,46
500480,Japorã,MS,Centro-Oeste,2003,16
500470,Ivinhema,MS,Centro-Oeste,2003,19
500460,Itaquiraí,MS,Centro-Oeste,2003,18
500450,Itaporã,MS,Centro-Oeste,2003,32
500440,Inocência,MS,Centro-Oeste,2003,24
500430,Iguatemi,MS,Centro-Oeste,2003,18
500410,Guia Lopes da Laguna,MS,Centro-Oeste,2003,42
500380,Fátima do Sul,MS,Centro-Oeste,2003,56
500375,Eldorado,MS,Centro-Oeste,2003,10
500370,Dourados,MS,Centro-Oeste,2003,55
500350,Douradina,MS,Centro-Oeste,2003,31
500348,Dois Irmãos do Buriti,MS,Centro-Oeste,2003,27
500345,Deodápolis,MS,Centro-Oeste,2003,26
500330,Coxim,MS,Centro-Oeste,2003,25
500320,Corumbá,MS,Centro-Oeste,2003,67
500315,Coronel Sapucaia,MS,Centro-Oeste,2003,48
500295,Chapadão do Sul,MS,Centro-Oeste,2003,24
500280,Caracol,MS,Centro-Oeste,2003,32
500260,Camapuã,MS,Centro-Oeste,2003,40
500240,Caarapó,MS,Centro-Oeste,2003,44
500230,Brasilândia,MS,Centro-Oeste,2003,37
500220,Bonito,MS,Centro-Oeste,2003,52
500215,Bodoquena,MS,Centro-Oeste,2003,26
500200,Batayporã,MS,Centro-Oeste,2003,19
500190,Bataguassu,MS,Centro-Oeste,2003,18
500124,Aral Moreira,MS,Centro-Oeste,2003,41
500110,Aquidauana,MS,Centro-Oeste,2003,48
500100,Aparecida do Taboado,MS,Centro-Oeste,2003,43
500090,Antônio João,MS,Centro-Oeste,2003,52
500085,Angélica,MS,Centro-Oeste,2003,21
500080,Anaurilândia,MS,Centro-Oeste,2003,22
500070,Anastácio,MS,Centro-Oeste,2003,51
500060,Amambaí,MS,Centro-Oeste,2003,38
500025,Alcinópolis,MS,Centro-Oeste,2003,23
500020,Água Clara,MS,Centro-Oeste,2003,31
500840,Vicentina,MS,Centro-Oeste,2003,25
500830,Três Lagoas,MS,Centro-Oeste,2003,33
500800,Terenos,MS,Centro-Oeste,2003,51
500797,Taquarussu,MS,Centro-Oeste,2003,25
500795,Tacuru,MS,Centro-Oeste,2003,25
500793,Sonora,MS,Centro-Oeste,2003,17
500790,Sidrolândia,MS,Centro-Oeste,2003,33
500770,Sete Quedas,MS,Centro-Oeste,2003,48
500780,Selvíria,MS,Centro-Oeste,2003,47
500755,Santa Rita do Pardo,MS,Centro-Oeste,2003,20
500740,Rio Verde de Mato Grosso,MS,Centro-Oeste,2003,27
500720,Rio Brilhante,MS,Centro-Oeste,2003,45
500270,Campo Grande,MS,Centro-Oeste,2003,50
500769,São Gabriel do Oeste,MS,Centro-Oeste,2003,25
510010,Acorizal,MT,Centro-Oeste,2003,14
510020,Água Boa,MT,Centro-Oeste,2003,0
510030,Alto Araguaia,MT,Centro-Oeste,2003,0
510060,Alto Taquari,MT,Centro-Oeste,2003,39
510100,Araguaiana,MT,Centro-Oeste,2003,0
510125,Araputanga,MT,Centro-Oeste,2003,0
510190,Brasnorte,MT,Centro-Oeste,2003,0
510263,Campo Novo do Parecis,MT,Centro-Oeste,2003,60
510336,Conquista D Oeste,MT,Centro-Oeste,2003,13
510340,Cuiabá,MT,Centro-Oeste,2003,50
510345,Denise,MT,Centro-Oeste,2003,0
510350,Diamantino,MT,Centro-Oeste,2003,36
510360,Dom Aquino,MT,Centro-Oeste,2003,0
510370,Feliz Natal,MT,Centro-Oeste,2003,0
510500,Jauru,MT,Centro-Oeste,2003,0
510515,Juína,MT,Centro-Oeste,2003,0
510525,Lucas do Rio Verde,MT,Centro-Oeste,2003,68
510610,Nossa Senhora do Livramento,MT,Centro-Oeste,2003,86
510620,Nova Brasilândia,MT,Centro-Oeste,2003,0
510621,Nova Canaã do Norte,MT,Centro-Oeste,2003,18
510622,Nova Mutum,MT,Centro-Oeste,2003,11
510623,Nova Olímpia,MT,Centro-Oeste,2003,26
510627,Novo Horizonte do Norte,MT,Centro-Oeste,2003,2
510630,Paranatinga,MT,Centro-Oeste,2003,47
510645,Planalto da Serra,MT,Centro-Oeste,2003,14
510665,Pontal do Araguaia,MT,Centro-Oeste,2003,0
510670,Ponte Branca,MT,Centro-Oeste,2003,0
510680,Porto dos Gaúchos,MT,Centro-Oeste,2003,8
510710,São José dos Quatro Marcos,MT,Centro-Oeste,2003,60
510715,Reserva do Cabaçal,MT,Centro-Oeste,2003,0
510720,Rio Branco,MT,Centro-Oeste,2003,40
510760,Rondonópolis,MT,Centro-Oeste,2003,56
510775,Salto do Céu,MT,Centro-Oeste,2003,0
510787,Sapezal,MT,Centro-Oeste,2003,0
510790,Sinop,MT,Centro-Oeste,2003,44
510792,Sorriso,MT,Centro-Oeste,2003,5
510795,Tangará da Serra,MT,Centro-Oeste,2003,60
510805,Terra Nova do Norte,MT,Centro-Oeste,2003,0
510860,Vila Rica,MT,Centro-Oeste,2003,17
510880,Nova Guarita,MT,Centro-Oeste,2003,49
510885,Nova Marilândia,MT,Centro-Oeste,2003,4
270040,Atalaia,AL,Nordeste    ,2003,54
270100,Boca da Mata,AL,Nordeste    ,2003,65
270130,Cajueiro,AL,Nordeste    ,2003,21
270160,Canapi,AL,Nordeste    ,2003,50
270140,Campo Alegre,AL,Nordeste    ,2003,66
270120,Cacimbinhas,AL,Nordeste    ,2003,52
270020,Anadia,AL,Nordeste    ,2003,53
270030,Arapiraca,AL,Nordeste    ,2003,23
270090,Belo Monte,AL,Nordeste    ,2003,65
270450,Maragogi,AL,Nordeste    ,2003,21
270500,Mata Grande,AL,Nordeste    ,2003,40
270570,Olho D ÁGUA das Flores,AL,Nordeste    ,2003,38
270630,Palmeira dos Índios,AL,Nordeste    ,2003,45
270680,Piaçabuçu,AL,Nordeste    ,2003,48
270700,Pindoba,AL,Nordeste    ,2003,55
270710,Piranhas,AL,Nordeste    ,2003,74
270770,Rio Largo,AL,Nordeste    ,2003,58
270430,Maceió,AL,Nordeste    ,2003,62
270800,Santana do Ipanema,AL,Nordeste    ,2003,13
270850,São Luís do Quitunde,AL,Nordeste    ,2003,47
270915,Teotônio Vilela,AL,Nordeste    ,2003,60
270920,Traipu,AL,Nordeste    ,2003,23
270300,Ibateguara,AL,Nordeste    ,2003,43
270240,Delmiro Gouveia,AL,Nordeste    ,2003,63
270230,Coruripe,AL,Nordeste    ,2003,21
270210,Colônia Leopoldina,AL,Nordeste    ,2003,38
270400,Junqueiro,AL,Nordeste    ,2003,51
270470,Marechal Deodoro,AL,Nordeste    ,2003,53
270670,Penedo,AL,Nordeste    ,2003,44
270750,Porto Real do Colégio,AL,Nordeste    ,2003,22
270860,São Miguel dos Campos,AL,Nordeste    ,2003,38
270780,Roteiro,AL,Nordeste    ,2003,21
270375,Jequiá da Praia,AL,Nordeste    ,2003,17
270930,União dos Palmares,AL,Nordeste    ,2003,0
290070,Alagoinhas,BA,Nordeste    ,2003,32
290390,Bom Jesus da Lapa,BA,Nordeste    ,2003,0
290750,Catu,BA,Nordeste    ,2003,21
290990,Curaçá,BA,Nordeste    ,2003,35
291120,Gandu,BA,Nordeste    ,2003,8
291480,Itabuna,BA,Nordeste    ,2003,49
291840,Juazeiro,BA,Nordeste    ,2003,10
291970,Macarani,BA,Nordeste    ,2003,7
292460,Pindobaçu,BA,Nordeste    ,2003,0
292600,Remanso,BA,Nordeste    ,2003,0
293330,Vitória da Conquista,BA,Nordeste    ,2003,31
293320,Vera Cruz,BA,Nordeste    ,2003,49
293310,Várzea do Poço,BA,Nordeste    ,2003,23
293280,Utinga,BA,Nordeste    ,2003,9
293250,Una,BA,Nordeste    ,2003,20
293210,Ubaíra,BA,Nordeste    ,2003,30
293180,Tremedal,BA,Nordeste    ,2003,8
293135,Teixeira de Freitas,BA,Nordeste    ,2003,31
293100,Tanhaçu,BA,Nordeste    ,2003,13
293076,Sítio do Quinto,BA,Nordeste    ,2003,18
293070,Simões Filho,BA,Nordeste    ,2003,55
293050,Serrinha,BA,Nordeste    ,2003,25
293030,Serra Dourada,BA,Nordeste    ,2003,19
293010,Senhor do Bonfim,BA,Nordeste    ,2003,20
292990,Seabra,BA,Nordeste    ,2003,20
292950,São Sebastião do Passé,BA,Nordeste    ,2003,35
292890,São Desidério,BA,Nordeste    ,2003,22
292880,Santo Estêvão,BA,Nordeste    ,2003,17
292870,Santo Antônio de Jesus,BA,Nordeste    ,2003,31
292860,Santo Amaro,BA,Nordeste    ,2003,58
292820,Santana,BA,Nordeste    ,2003,33
292740,Salvador,BA,Nordeste    ,2003,49
292720,Ruy Barbosa,BA,Nordeste    ,2003,32
292700,Rio Real,BA,Nordeste    ,2003,28
292690,Rio do Pires,BA,Nordeste    ,2003,10
292660,Ribeira do Pombal,BA,Nordeste    ,2003,25
292630,Riachão do Jacuípe,BA,Nordeste    ,2003,18
292620,Riachão das Neves,BA,Nordeste    ,2003,9
292590,Quijingue,BA,Nordeste    ,2003,35
292580,Queimadas,BA,Nordeste    ,2003,17
292575,Presidente Tancredo Neves,BA,Nordeste    ,2003,16
292540,Potiraguá,BA,Nordeste    ,2003,21
292530,Porto Seguro,BA,Nordeste    ,2003,41
292510,Poções,BA,Nordeste    ,2003,32
292500,Planalto,BA,Nordeste    ,2003,10
292467,Piraí do Norte,BA,Nordeste    ,2003,12
292400,Paulo Afonso,BA,Nordeste    ,2003,30
292360,Paramirim,BA,Nordeste    ,2003,22
292340,Palmas de Monte Alto,BA,Nordeste    ,2003,11
292160,Morpará,BA,Nordeste    ,2003,24
292150,Monte Santo,BA,Nordeste    ,2003,49
292120,Miguel Calmon,BA,Nordeste    ,2003,24
292100,Mata de São João,BA,Nordeste    ,2003,39
292070,Maraú,BA,Nordeste    ,2003,17
292060,Maragogipe,BA,Nordeste    ,2003,35
292050,Maracás,BA,Nordeste    ,2003,2
292030,Malhada de Pedras,BA,Nordeste    ,2003,19
292010,Mairi,BA,Nordeste    ,2003,25
292000,Maiquinique,BA,Nordeste    ,2003,12
291950,Livramento de Nossa Senhora,BA,Nordeste    ,2003,10
291930,Lençóis,BA,Nordeste    ,2003,8
291900,Lajedinho,BA,Nordeste    ,2003,11
291890,Lajedão,BA,Nordeste    ,2003,3
291810,Jeremoabo,BA,Nordeste    ,2003,17
291800,Jequié,BA,Nordeste    ,2003,34
291790,Jandaíra,BA,Nordeste    ,2003,11
291760,Jaguaquara,BA,Nordeste    ,2003,25
291750,Jacobina,BA,Nordeste    ,2003,33
291730,Ituberá,BA,Nordeste    ,2003,39
291700,Itiúba,BA,Nordeste    ,2003,27
291680,Itarantim,BA,Nordeste    ,2003,12
291650,Itapicuru,BA,Nordeste    ,2003,67
291610,Itaparica,BA,Nordeste    ,2003,50
291600,Itanhém,BA,Nordeste    ,2003,9
291590,Itanagra,BA,Nordeste    ,2003,12
291580,Itambé,BA,Nordeste    ,2003,11
291560,Itamaraju,BA,Nordeste    ,2003,33
291460,Irecê,BA,Nordeste    ,2003,17
291410,Ipupiara,BA,Nordeste    ,2003,9
291400,Ipirá,BA,Nordeste    ,2003,34
291370,Inhambupe,BA,Nordeste    ,2003,23
291360,Ilhéus,BA,Nordeste    ,2003,37
291320,Ibotirama,BA,Nordeste    ,2003,20
291190,Iaçu,BA,Nordeste    ,2003,28
291170,Guanambi,BA,Nordeste    ,2003,22
291140,Glória,BA,Nordeste    ,2003,36
291130,Gentio do Ouro,BA,Nordeste    ,2003,8
291080,Feira de Santana,BA,Nordeste    ,2003,35
291072,Eunápolis,BA,Nordeste    ,2003,36
291070,Euclides da Cunha,BA,Nordeste    ,2003,28
291060,Esplanada,BA,Nordeste    ,2003,28
291050,Entre Rios,BA,Nordeste    ,2003,22
291040,Encruzilhada,BA,Nordeste    ,2003,34
291005,Dias d Ávila,BA,Nordeste    ,2003,41
290980,Cruz das Almas,BA,Nordeste    ,2003,18
290970,Cristópolis,BA,Nordeste    ,2003,16
290960,Crisópolis,BA,Nordeste    ,2003,15
290920,Coronel João Sá,BA,Nordeste    ,2003,14
290840,Conceição do Coité,BA,Nordeste    ,2003,34
290790,Cipó,BA,Nordeste    ,2003,13
290685,Capela do Alto Alegre,BA,Nordeste    ,2003,40
290682,Canudos,BA,Nordeste    ,2003,7
290650,Candeias,BA,Nordeste    ,2003,55
290610,Canápolis,BA,Nordeste    ,2003,20
290600,Campo Formoso,BA,Nordeste    ,2003,21
290580,Camamu,BA,Nordeste    ,2003,20
290570,Camaçari,BA,Nordeste    ,2003,47
290520,Caetité,BA,Nordeste    ,2003,26
290500,Caculé,BA,Nordeste    ,2003,67
290460,Brumado,BA,Nordeste    ,2003,26
290440,Brejolândia,BA,Nordeste    ,2003,15
290380,Boa Vista do Tupim,BA,Nordeste    ,2003,32
290320,Barreiras,BA,Nordeste    ,2003,27
290230,Aratuípe,BA,Nordeste    ,2003,17
290220,Aramari,BA,Nordeste    ,2003,27
290210,Araci,BA,Nordeste    ,2003,5
290190,Aporá,BA,Nordeste    ,2003,19
290140,Angical,BA,Nordeste    ,2003,18
290080,Alcobaça,BA,Nordeste    ,2003,2
290035,Adustina,BA,Nordeste    ,2003,32
292840,Santa Rita de Cássia,BA,Nordeste    ,2003,17
293077,Sobradinho,BA,Nordeste    ,2003,31
293290,Valença,BA,Nordeste    ,2003,73
293360,Xique-Xique,BA,Nordeste    ,2003,2
230240,Boa Viagem,CE,Nordeste    ,2003,16
230280,Canindé,CE,Nordeste    ,2003,8
231350,Trairi,CE,Nordeste    ,2003,29
231340,Tianguá,CE,Nordeste    ,2003,11
231330,Tauá,CE,Nordeste    ,2003,30
231310,Tabuleiro do Norte,CE,Nordeste    ,2003,50
231270,Senador Pompeu,CE,Nordeste    ,2003,37
231240,São Gonçalo do Amarante,CE,Nordeste    ,2003,32
231220,Santa Quitéria,CE,Nordeste    ,2003,40
231200,Santana do Acaraú,CE,Nordeste    ,2003,1
231180,Russas,CE,Nordeste    ,2003,29
231170,Reriutaba,CE,Nordeste    ,2003,52
231150,Quixeré,CE,Nordeste    ,2003,43
231130,Quixadá,CE,Nordeste    ,2003,26
231123,Potiretama,CE,Nordeste    ,2003,19
231080,Pereiro,CE,Nordeste    ,2003,24
231070,Pentecoste,CE,Nordeste    ,2003,44
231040,Paramoti,CE,Nordeste    ,2003,14
231000,Palhano,CE,Nordeste    ,2003,39
230990,Pacujá,CE,Nordeste    ,2003,22
230970,Pacatuba,CE,Nordeste    ,2003,41
230950,Orós,CE,Nordeste    ,2003,52
230940,Novo Oriente,CE,Nordeste    ,2003,6
230900,Mucambo,CE,Nordeste    ,2003,21
230830,Milagres,CE,Nordeste    ,2003,36
230810,Mauriti,CE,Nordeste    ,2003,52
230800,Massapê,CE,Nordeste    ,2003,34
230790,Martinópole,CE,Nordeste    ,2003,12
230780,Marco,CE,Nordeste    ,2003,42
230770,Maranguape,CE,Nordeste    ,2003,36
230750,Lavras da Mangabeira,CE,Nordeste    ,2003,40
230730,Juazeiro do Norte,CE,Nordeste    ,2003,43
230725,Jijoca de Jericoacoara,CE,Nordeste    ,2003,24
230700,Jaguaruana,CE,Nordeste    ,2003,53
230680,Jaguaribara,CE,Nordeste    ,2003,45
230670,Jaguaretama,CE,Nordeste    ,2003,25
230655,Itarema,CE,Nordeste    ,2003,48
230625,Itaitinga,CE,Nordeste    ,2003,39
230610,Irauçuba,CE,Nordeste    ,2003,31
230560,Independência,CE,Nordeste    ,2003,36
230523,Horizonte,CE,Nordeste    ,2003,26
230365,Catunda,CE,Nordeste    ,2003,6
231400,Várzea Alegre,CE,Nordeste    ,2003,18
231380,Uruburetama,CE,Nordeste    ,2003,25
230410,Crateús,CE,Nordeste    ,2003,40
230400,Coreaú,CE,Nordeste    ,2003,36
230393,Choró,CE,Nordeste    ,2003,41
230380,Cedro,CE,Nordeste    ,2003,6
230020,Acaraú,CE,Nordeste    ,2003,34
230030,Acopiara,CE,Nordeste    ,2003,2
230050,Alcântaras,CE,Nordeste    ,2003,2
230100,Aquiraz,CE,Nordeste    ,2003,17
230110,Aracati,CE,Nordeste    ,2003,32
230130,Araripe,CE,Nordeste    ,2003,8
230190,Barbalha,CE,Nordeste    ,2003,40
230210,Baturité,CE,Nordeste    ,2003,47
230310,Cariré,CE,Nordeste    ,2003,28
230350,Cascavel,CE,Nordeste    ,2003,15
230495,Guaiúba,CE,Nordeste    ,2003,56
230440,Fortaleza,CE,Nordeste    ,2003,52
230435,Forquilha,CE,Nordeste    ,2003,19
230430,Farias Brito,CE,Nordeste    ,2003,21
230425,Cruz,CE,Nordeste    ,2003,6
230550,Iguatu,CE,Nordeste    ,2003,27
230763,Madalena,CE,Nordeste    ,2003,0
231140,Quixeramobim,CE,Nordeste    ,2003,0
231250,São João do Jaguaribe,CE,Nordeste    ,2003,13
231290,Sobral,CE,Nordeste    ,2003,35
210120,Bacabal,MA,Nordeste    ,2003,17
210140,Balsas,MA,Nordeste    ,2003,1
210280,Carolina,MA,Nordeste    ,2003,7
210300,Caxias,MA,Nordeste    ,2003,56
210407,Feira Nova do Maranhão,MA,Nordeste    ,2003,0
210725,Nova Colinas,MA,Nordeste    ,2003,0
210800,Pastos Bons,MA,Nordeste    ,2003,39
210900,Porto Franco,MA,Nordeste    ,2003,40
211105,São João do Paraíso,MA,Nordeste    ,2003,34
210270,Cantanhede,MA,Nordeste    ,2003,73
210290,Carutapera,MA,Nordeste    ,2003,66
210320,Chapadinha,MA,Nordeste    ,2003,35
210340,Coelho Neto,MA,Nordeste    ,2003,71
210350,Colinas,MA,Nordeste    ,2003,55
210380,Dom Pedro,MA,Nordeste    ,2003,63
210400,Esperantinópolis,MA,Nordeste    ,2003,72
210410,Fortaleza dos Nogueiras,MA,Nordeste    ,2003,55
210430,Godofredo Viana,MA,Nordeste    ,2003,40
210460,Governador Eugênio Barros,MA,Nordeste    ,2003,75
210510,Icatu,MA,Nordeste    ,2003,59
210530,Imperatriz,MA,Nordeste    ,2003,60
210210,Brejo,MA,Nordeste    ,2003,78
210540,Itapecuru Mirim,MA,Nordeste    ,2003,59
210570,Lago da Pedra,MA,Nordeste    ,2003,52
210590,Lago Verde,MA,Nordeste    ,2003,84
210610,Loreto,MA,Nordeste    ,2003,49
210670,Mirador,MA,Nordeste    ,2003,76
210690,Monção,MA,Nordeste    ,2003,51
210740,Olho D ÁGUA das Cunhãs,MA,Nordeste    ,2003,55
210805,Paulino Neves,MA,Nordeste    ,2003,87
210820,Pedreiras,MA,Nordeste    ,2003,65
210845,Peritoró,MA,Nordeste    ,2003,79
210860,Pinheiro,MA,Nordeste    ,2003,75
210870,Pio XII,MA,Nordeste    ,2003,68
210910,Presidente Dutra,MA,Nordeste    ,2003,40
210940,Primeira Cruz,MA,Nordeste    ,2003,94
210950,Riachão,MA,Nordeste    ,2003,35
210990,Santa Inês,MA,Nordeste    ,2003,55
211000,Santa Luzia,MA,Nordeste    ,2003,83
211003,Santa Luzia do Paruá,MA,Nordeste    ,2003,72
211010,Santa Quitéria do Maranhão,MA,Nordeste    ,2003,47
211020,Santa Rita,MA,Nordeste    ,2003,45
211030,Santo Antônio dos Lopes,MA,Nordeste    ,2003,64
211050,São Bento,MA,Nordeste    ,2003,56
211060,São Bernardo,MA,Nordeste    ,2003,57
211070,São Domingos do Maranhão,MA,Nordeste    ,2003,70
211090,São Francisco do Maranhão,MA,Nordeste    ,2003,56
211110,São João dos Patos,MA,Nordeste    ,2003,62
211120,São José de Ribamar,MA,Nordeste    ,2003,18
211130,São Luís,MA,Nordeste    ,2003,39
211150,São Mateus do Maranhão,MA,Nordeste    ,2003,66
211160,São Raimundo das Mangabeiras,MA,Nordeste    ,2003,81
211176,Senador La Rocque,MA,Nordeste    ,2003,42
211200,Tasso Fragoso,MA,Nordeste    ,2003,67
211210,Timbiras,MA,Nordeste    ,2003,86
210232,Buriticupu,MA,Nordeste    ,2003,53
210043,Alto Alegre do Maranhão,MA,Nordeste    ,2003,82
210030,Aldeias Altas,MA,Nordeste    ,2003,85
210020,Alcântara,MA,Nordeste    ,2003,77
210010,Afonso Cunha,MA,Nordeste    ,2003,57
210005,Açailândia,MA,Nordeste    ,2003,59
211230,Tuntum,MA,Nordeste    ,2003,75
211260,Urbano Santos,MA,Nordeste    ,2003,96
211270,Vargem Grande,MA,Nordeste    ,2003,80
211400,Zé Doca,MA,Nordeste    ,2003,67
210200,Bom Jardim,MA,Nordeste    ,2003,58
210170,Barreirinhas,MA,Nordeste    ,2003,71
210160,Barra do Corda,MA,Nordeste    ,2003,60
210130,Bacuri,MA,Nordeste    ,2003,41
210110,Axixá,MA,Nordeste    ,2003,84
210090,Araioses,MA,Nordeste    ,2003,84
210060,Amarante do Maranhão,MA,Nordeste    ,2003,54
210050,Alto Parnaíba,MA,Nordeste    ,2003,28
211220,Timon,MA,Nordeste    ,2003,26
211280,Viana,MA,Nordeste    ,2003,22
250050,Alagoinha,PB,Nordeste    ,2003,40
250010,Água Branca,PB,Nordeste    ,2003,44
250030,Alagoa Grande,PB,Nordeste    ,2003,19
250060,Alhandra,PB,Nordeste    ,2003,42
250100,Araruna,PB,Nordeste    ,2003,32
250110,Areia,PB,Nordeste    ,2003,16
250120,Areial,PB,Nordeste    ,2003,55
